uid,pclass,survived,sex,age,sibsp,parch,fare,embarked,pclass,survived,sex,age,sibsp,parch,fare
428,Middle,No,male,23,0,0,13,S,Middle,No,male,23,0,0,13
429,Lower,No,female,2,0,1,10.4625,S,Lower,No,female,2,0,1,10.4625
431,Upper,Yes,female,18,1,0,227.525,C,Upper,Yes,female,18,1,0,227.525
432,Upper,Yes,female,48,1,3,262.375,C,Upper,Yes,female,48,1,3,262.375
433,Lower,No,male,5,4,2,31.3875,S,Lower,No,male,5,4,2,31.3875
434,Lower,No,male,21,0,0,7.225,C,Lower,No,male,21,0,0,7.225
436,Middle,Yes,female,7,0,2,26.25,S,Middle,Yes,female,7,0,2,26.25
437,Upper,Yes,male,40,0,0,31,C,Upper,Yes,male,40,0,0,31
438,Middle,No,male,18,0,0,73.5,S,Middle,No,male,18,0,0,73.5
439,Middle,Yes,female,17,0,0,12,C,Middle,Yes,female,17,0,0,12
440,Middle,No,male,54,0,0,26,S,Middle,No,male,54,0,0,26
443,Lower,Yes,male,25,0,0,7.2292,C,Lower,Yes,male,25,0,0,7.2292
444,Upper,Yes,female,60,0,0,76.2917,C,Upper,Yes,female,60,0,0,76.2917
445,Middle,No,male,28,0,0,26,S,Middle,No,male,28,0,0,26
446,Upper,Yes,female,39,1,0,55.9,S,Upper,Yes,female,39,1,0,55.9
447,Lower,Yes,female,16,0,0,7.65,S,Lower,Yes,female,16,0,0,7.65
448,Lower,Yes,male,20,1,1,15.7417,C,Lower,Yes,male,20,1,1,15.7417
449,Lower,No,male,29,0,0,7.925,S,Lower,No,male,29,0,0,7.925
450,Lower,No,male,21,0,0,7.775,S,Lower,No,male,21,0,0,7.775
451,Middle,No,male,34,0,0,13,S,Middle,No,male,34,0,0,13
452,Middle,Yes,female,4,1,1,23,S,Middle,Yes,female,4,1,1,23
453,Upper,No,male,33,0,0,5,S,Upper,No,male,33,0,0,5
454,Lower,No,male,24,0,0,8.05,S,Lower,No,male,24,0,0,8.05
455,Upper,Yes,female,22,0,1,55,S,Upper,Yes,female,22,0,1,55
456,Middle,No,male,21,0,0,11.5,S,Middle,No,male,21,0,0,11.5
458,Lower,No,male,44,0,0,8.05,S,Lower,No,male,44,0,0,8.05
459,Upper,No,male,37,1,0,53.1,S,Upper,No,male,37,1,0,53.1
460,Lower,No,male,74,0,0,7.775,S,Lower,No,male,74,0,0,7.775
461,Lower,No,male,27,0,0,7.8958,S,Lower,No,male,27,0,0,7.8958
462,Upper,Yes,female,36,1,2,120,S,Upper,Yes,female,36,1,2,120
463,Lower,Yes,male,1,1,2,20.575,S,Lower,Yes,male,1,1,2,20.575
464,Middle,No,male,39,0,0,13,S,Middle,No,male,39,0,0,13
465,Lower,No,male,26,0,0,7.8958,S,Lower,No,male,26,0,0,7.8958
466,Lower,No,male,24,0,0,7.05,S,Lower,No,male,24,0,0,7.05
468,Middle,No,male,21,2,0,73.5,S,Middle,No,male,21,2,0,73.5
469,Middle,No,male,25,1,2,41.5792,C,Middle,No,male,25,1,2,41.5792
470,Upper,Yes,male,36,1,2,120,S,Upper,Yes,male,36,1,2,120
472,Lower,Yes,male,12,1,0,11.2417,C,Lower,Yes,male,12,1,0,11.2417
473,Upper,No,male,36,0,0,40.125,C,Upper,No,male,36,0,0,40.125
474,Upper,Yes,female,49,1,0,76.7292,C,Upper,Yes,female,49,1,0,76.7292
475,Middle,Yes,female,40,1,1,39,S,Middle,Yes,female,40,1,1,39
476,Middle,Yes,female,0.9167,1,2,27.75,S,Middle,Yes,female,0.9167,1,2,27.75
477,Middle,No,male,27,0,0,13,S,Middle,No,male,27,0,0,13
478,Middle,No,male,25,0,0,13,S,Middle,No,male,25,0,0,13
479,Lower,No,male,18,1,0,14.4542,C,Lower,No,male,18,1,0,14.4542
480,Middle,Yes,female,29,1,0,26,S,Middle,Yes,female,29,1,0,26
481,Middle,No,male,48,0,0,13,S,Middle,No,male,48,0,0,13
482,Upper,Yes,female,41,0,0,134.5,C,Upper,Yes,female,41,0,0,134.5
483,Middle,No,male,25,0,0,13,S,Middle,No,male,25,0,0,13
485,Lower,No,male,59,0,0,7.25,S,Lower,No,male,59,0,0,7.25
486,Middle,Yes,female,15,0,2,39,S,Middle,Yes,female,15,0,2,39
487,Lower,Yes,male,25,0,0,0,S,Lower,Yes,male,25,0,0,0
488,Middle,No,male,21,0,0,13,S,Middle,No,male,21,0,0,13
490,Middle,No,male,24,2,0,31.5,S,Middle,No,male,24,2,0,31.5
491,Lower,No,male,29,0,0,7.875,S,Lower,No,male,29,0,0,7.875
493,Lower,No,male,16,2,0,18,S,Lower,No,male,16,2,0,18
496,Upper,No,male,47,0,0,25.5875,S,Upper,No,male,47,0,0,25.5875
497,Lower,Yes,male,32,0,0,7.8542,S,Lower,Yes,male,32,0,0,7.8542
498,Lower,Yes,female,18,0,0,7.2292,C,Lower,Yes,female,18,0,0,7.2292
499,Upper,Yes,female,31,1,0,113.275,C,Upper,Yes,female,31,1,0,113.275
502,Upper,No,female,50,0,0,28.7125,C,Upper,No,female,50,0,0,28.7125
504,Upper,Yes,female,38,0,0,227.525,C,Upper,Yes,female,38,0,0,227.525
505,Middle,No,male,41,0,0,13,S,Middle,No,male,41,0,0,13
507,Middle,No,male,40,1,0,26,S,Middle,No,male,40,1,0,26
508,Lower,No,male,21,0,0,8.4333,S,Lower,No,male,21,0,0,8.4333
509,Upper,No,male,46,0,0,26,S,Upper,No,male,46,0,0,26
510,Lower,No,male,1,4,1,39.6875,S,Lower,No,male,1,4,1,39.6875
511,Lower,No,male,38,0,0,8.6625,S,Lower,No,male,38,0,0,8.6625
512,Upper,Yes,male,50,2,0,133.65,S,Upper,Yes,male,50,2,0,133.65
513,Middle,No,male,62,0,0,9.6875,Q,Middle,No,male,62,0,0,9.6875
515,Lower,No,male,26,0,0,7.8958,S,Lower,No,male,26,0,0,7.8958
516,Lower,No,male,13,4,2,31.3875,S,Lower,No,male,13,4,2,31.3875
517,Middle,Yes,female,55,0,0,16,S,Middle,Yes,female,55,0,0,16
518,Lower,Yes,male,3,4,2,31.3875,S,Lower,Yes,male,3,4,2,31.3875
519,Upper,Yes,female,35,1,0,83.475,S,Upper,Yes,female,35,1,0,83.475
520,Middle,Yes,female,34,1,1,32.5,S,Middle,Yes,female,34,1,1,32.5
521,Lower,No,male,22,0,0,7.7958,S,Lower,No,male,22,0,0,7.7958
522,Lower,No,male,30,0,0,7.25,S,Lower,No,male,30,0,0,7.25
523,Lower,No,male,20.5,0,0,7.25,S,Lower,No,male,20.5,0,0,7.25
524,Lower,No,female,24,0,0,7.75,Q,Lower,No,female,24,0,0,7.75
525,Lower,No,male,24,0,0,7.775,S,Lower,No,male,24,0,0,7.775
526,Lower,Yes,female,4,0,2,22.025,S,Lower,Yes,female,4,0,2,22.025
527,Lower,No,female,45,0,0,7.75,S,Lower,No,female,45,0,0,7.75
528,Middle,No,male,35,0,0,12.35,Q,Middle,No,male,35,0,0,12.35
529,Upper,Yes,female,30,0,0,106.425,C,Upper,Yes,female,30,0,0,106.425
530,Upper,No,male,40,0,0,27.7208,C,Upper,No,male,40,0,0,27.7208
531,Lower,Yes,male,26,0,0,7.775,S,Lower,Yes,male,26,0,0,7.775
532,Lower,No,male,18.5,0,0,7.2292,C,Lower,No,male,18.5,0,0,7.2292
534,Upper,Yes,female,47,1,1,52.5542,S,Upper,Yes,female,47,1,1,52.5542
535,Upper,No,male,56,0,0,30.6958,C,Upper,No,male,56,0,0,30.6958
537,Middle,No,male,17,0,0,73.5,S,Middle,No,male,17,0,0,73.5
539,Middle,No,male,44,1,0,26,S,Middle,No,male,44,1,0,26
540,Lower,No,male,44,0,0,8.05,S,Lower,No,male,44,0,0,8.05
541,Upper,Yes,male,25,1,0,91.0792,C,Upper,Yes,male,25,1,0,91.0792
542,Lower,Yes,male,20,1,0,7.925,S,Lower,Yes,male,20,1,0,7.925
543,Lower,No,male,16,1,3,34.375,S,Lower,No,male,16,1,3,34.375
545,Lower,Yes,female,24,0,3,19.2583,C,Lower,Yes,female,24,0,3,19.2583
546,Upper,No,male,37,0,1,29.7,C,Upper,No,male,37,0,1,29.7
548,Lower,No,female,11,4,2,31.275,S,Lower,No,female,11,4,2,31.275
549,Lower,No,male,22,0,0,8.05,S,Lower,No,male,22,0,0,8.05
550,Middle,No,male,35,0,0,10.5,S,Middle,No,male,35,0,0,10.5
551,Middle,Yes,female,8,0,2,26.25,S,Middle,Yes,female,8,0,2,26.25
553,Middle,Yes,female,31,0,0,21,S,Middle,Yes,female,31,0,0,21
554,Lower,No,female,43,1,6,46.9,S,Lower,No,female,43,1,6,46.9
556,Middle,No,male,29,1,0,27.7208,C,Middle,No,male,29,1,0,27.7208
557,Upper,Yes,male,0.9167,1,2,151.55,S,Upper,Yes,male,0.9167,1,2,151.55
558,Middle,No,male,31,0,0,10.5,S,Middle,No,male,31,0,0,10.5
559,Lower,No,male,33,1,1,20.525,S,Lower,No,male,33,1,1,20.525
560,Lower,No,male,24,0,0,9.5,S,Lower,No,male,24,0,0,9.5
561,Upper,No,male,18,1,0,108.9,C,Upper,No,male,18,1,0,108.9
562,Lower,Yes,male,19,0,0,8.05,S,Lower,Yes,male,19,0,0,8.05
563,Lower,No,female,32,1,1,15.5,Q,Lower,No,female,32,1,1,15.5
564,Lower,No,female,21,2,2,34.375,S,Lower,No,female,21,2,2,34.375
565,Lower,No,male,17,1,0,7.0542,S,Lower,No,male,17,1,0,7.0542
566,Middle,No,male,32,0,0,10.5,S,Middle,No,male,32,0,0,10.5
568,Upper,Yes,female,22,0,0,151.55,S,Upper,Yes,female,22,0,0,151.55
569,Middle,Yes,female,24,2,3,18.75,S,Middle,Yes,female,24,2,3,18.75
570,Lower,No,female,20,1,0,9.825,S,Lower,No,female,20,1,0,9.825
571,Lower,Yes,male,44,0,0,7.925,S,Lower,Yes,male,44,0,0,7.925
572,Upper,Yes,female,27,1,1,247.5208,C,Upper,Yes,female,27,1,1,247.5208
573,Upper,No,male,64,1,4,263,S,Upper,No,male,64,1,4,263
574,Upper,Yes,female,55,0,0,135.6333,C,Upper,Yes,female,55,0,0,135.6333
575,Upper,Yes,female,22,0,1,61.9792,C,Upper,Yes,female,22,0,1,61.9792
576,Lower,Yes,female,2,0,1,12.2875,S,Lower,Yes,female,2,0,1,12.2875
577,Lower,No,female,40,1,0,9.475,S,Lower,No,female,40,1,0,9.475
578,Middle,Yes,female,13,0,1,19.5,S,Middle,Yes,female,13,0,1,19.5
579,Lower,No,male,28,0,0,7.8958,S,Lower,No,male,28,0,0,7.8958
581,Lower,Yes,female,0.75,2,1,19.2583,C,Lower,Yes,female,0.75,2,1,19.2583
582,Lower,No,male,20,0,0,7.925,S,Lower,No,male,20,0,0,7.925
584,Lower,No,female,21,0,0,7.75,Q,Lower,No,female,21,0,0,7.75
585,Lower,Yes,male,32,0,0,7.925,S,Lower,Yes,male,32,0,0,7.925
586,Middle,Yes,female,32.5,0,0,13,S,Middle,Yes,female,32.5,0,0,13
588,Lower,No,male,21,0,0,8.6625,S,Lower,No,male,21,0,0,8.6625
589,Upper,No,male,62,0,0,26.55,S,Upper,No,male,62,0,0,26.55
590,Middle,Yes,female,33,0,2,26,S,Middle,Yes,female,33,0,2,26
591,Upper,Yes,female,48,0,0,25.9292,S,Upper,Yes,female,48,0,0,25.9292
592,Lower,No,male,16,1,1,20.25,S,Lower,No,male,16,1,1,20.25
593,Lower,Yes,male,25,0,0,9.5,S,Lower,Yes,male,25,0,0,9.5
595,Lower,No,male,23,1,0,13.9,S,Lower,No,male,23,1,0,13.9
596,Middle,No,male,26,0,0,10.5,S,Middle,No,male,26,0,0,10.5
598,Middle,Yes,male,1,0,2,37.0042,C,Middle,Yes,male,1,0,2,37.0042
599,Lower,Yes,female,1,1,1,11.1333,S,Lower,Yes,female,1,1,1,11.1333
600,Upper,Yes,female,31,0,0,134.5,C,Upper,Yes,female,31,0,0,134.5
602,Upper,Yes,male,45,0,0,26.55,S,Upper,Yes,male,45,0,0,26.55
603,Middle,Yes,female,21,0,1,21,S,Middle,Yes,female,21,0,1,21
604,Middle,No,male,25,0,0,13,S,Middle,No,male,25,0,0,13
605,Lower,Yes,female,23,0,0,7.8542,S,Lower,Yes,female,23,0,0,7.8542
606,Lower,No,female,17,0,0,14.4583,C,Lower,No,female,17,0,0,14.4583
607,Lower,Yes,male,6,0,1,12.475,S,Lower,Yes,male,6,0,1,12.475
608,Lower,No,female,30,0,0,8.6625,S,Lower,No,female,30,0,0,8.6625
609,Lower,No,male,28,2,0,7.925,S,Lower,No,male,28,2,0,7.925
611,Upper,Yes,male,52,0,0,30.5,S,Upper,Yes,male,52,0,0,30.5
612,Middle,No,male,63,1,0,26,S,Middle,No,male,63,1,0,26
613,Upper,Yes,male,35,0,0,512.3292,C,Upper,Yes,male,35,0,0,512.3292
614,Lower,No,male,18,0,0,7.775,S,Lower,No,male,18,0,0,7.775
616,Upper,Yes,female,16,0,0,86.5,S,Upper,Yes,female,16,0,0,86.5
617,Lower,No,male,20,0,0,7.225,C,Lower,No,male,20,0,0,7.225
619,Lower,No,male,24,0,0,8.6625,S,Lower,No,male,24,0,0,8.6625
623,Upper,Yes,female,33,1,0,90,Q,Upper,Yes,female,33,1,0,90
624,Upper,No,male,58,0,2,113.275,C,Upper,No,male,58,0,2,113.275
625,Middle,No,female,30,0,0,13,S,Middle,No,female,30,0,0,13
626,Lower,No,male,23,0,0,7.8542,S,Lower,No,male,23,0,0,7.8542
628,Lower,Yes,female,63,0,0,9.5875,S,Lower,Yes,female,63,0,0,9.5875
629,Lower,No,male,22,0,0,7.775,S,Lower,No,male,22,0,0,7.775
630,Upper,No,male,47,0,0,52,S,Upper,No,male,47,0,0,52
631,Middle,No,male,34,1,0,21,S,Middle,No,male,34,1,0,21
632,Upper,Yes,female,14,1,2,120,S,Upper,Yes,female,14,1,2,120
633,Lower,No,male,11.5,1,1,14.5,S,Lower,No,male,11.5,1,1,14.5
635,Upper,No,male,71,0,0,49.5042,C,Upper,No,male,71,0,0,49.5042
636,Lower,No,male,27,0,0,7.8958,S,Lower,No,male,27,0,0,7.8958
637,Lower,No,male,14,4,1,39.6875,S,Lower,No,male,14,4,1,39.6875
638,Upper,Yes,female,27,1,2,52,S,Upper,Yes,female,27,1,2,52
639,Lower,No,male,18,0,0,8.3,S,Lower,No,male,18,0,0,8.3
640,Upper,Yes,female,29,0,0,211.3375,S,Upper,Yes,female,29,0,0,211.3375
641,Lower,No,male,24,0,0,7.7958,S,Lower,No,male,24,0,0,7.7958
642,Lower,Yes,male,20,0,0,7.2292,C,Lower,Yes,male,20,0,0,7.2292
643,Lower,No,male,39,0,0,24.15,S,Lower,No,male,39,0,0,24.15
644,Lower,Yes,female,0.1667,1,2,20.575,S,Lower,Yes,female,0.1667,1,2,20.575
645,Lower,Yes,male,16,0,0,8.05,S,Lower,Yes,male,16,0,0,8.05
646,Middle,No,male,23,0,0,15.0458,C,Middle,No,male,23,0,0,15.0458
647,Lower,No,male,18,0,0,7.75,S,Lower,No,male,18,0,0,7.75
648,Upper,Yes,female,43,0,1,211.3375,S,Upper,Yes,female,43,0,1,211.3375
649,Upper,Yes,female,48,1,0,39.6,C,Upper,Yes,female,48,1,0,39.6
651,Middle,No,male,24,0,0,10.5,S,Middle,No,male,24,0,0,10.5
652,Lower,No,male,28,0,0,7.8542,S,Lower,No,male,28,0,0,7.8542
655,Lower,No,male,47,0,0,7.25,S,Lower,No,male,47,0,0,7.25
656,Middle,Yes,male,2,1,1,23,S,Middle,Yes,male,2,1,1,23
657,Middle,Yes,female,41,0,1,19.5,S,Middle,Yes,female,41,0,1,19.5
658,Middle,Yes,female,32,0,0,13,S,Middle,Yes,female,32,0,0,13
659,Upper,Yes,female,21,2,2,262.375,C,Upper,Yes,female,21,2,2,262.375
660,Lower,Yes,female,23,0,0,7.55,S,Lower,Yes,female,23,0,0,7.55
661,Lower,Yes,female,22,0,0,7.75,Q,Lower,Yes,female,22,0,0,7.75
662,Middle,Yes,female,34,0,1,23,S,Middle,Yes,female,34,0,1,23
663,Upper,Yes,female,17,1,0,108.9,C,Upper,Yes,female,17,1,0,108.9
664,Lower,No,male,26,0,0,7.775,S,Lower,No,male,26,0,0,7.775
665,Upper,Yes,female,22,1,0,66.6,S,Upper,Yes,female,22,1,0,66.6
666,Lower,Yes,female,5,2,1,19.2583,C,Lower,Yes,female,5,2,1,19.2583
668,Lower,No,male,61,0,0,6.2375,S,Lower,No,male,61,0,0,6.2375
669,Lower,No,male,22,0,0,8.05,S,Lower,No,male,22,0,0,8.05
670,Lower,Yes,male,26,0,0,56.4958,S,Lower,Yes,male,26,0,0,56.4958
671,Lower,No,male,40,1,4,27.9,S,Lower,No,male,40,1,4,27.9
673,Lower,Yes,female,27,0,2,11.1333,S,Lower,Yes,female,27,0,2,11.1333
675,Middle,Yes,male,31,0,0,13,S,Middle,Yes,male,31,0,0,13
676,Lower,No,male,24,1,0,16.1,S,Lower,No,male,24,1,0,16.1
677,Lower,No,male,33,0,0,7.8958,S,Lower,No,male,33,0,0,7.8958
678,Middle,Yes,female,24,0,0,13,S,Middle,Yes,female,24,0,0,13
679,Lower,Yes,male,29,3,1,22.025,S,Lower,Yes,male,29,3,1,22.025
681,Middle,No,male,19,0,0,10.5,S,Middle,No,male,19,0,0,10.5
682,Lower,No,female,22,0,0,9.8375,S,Lower,No,female,22,0,0,9.8375
683,Upper,Yes,female,45,0,1,59.4,C,Upper,Yes,female,45,0,1,59.4
684,Lower,No,male,32,0,0,8.3625,S,Lower,No,male,32,0,0,8.3625
685,Lower,No,male,22,0,0,7.25,S,Lower,No,male,22,0,0,7.25
687,Lower,No,male,32,0,0,7.8958,S,Lower,No,male,32,0,0,7.8958
688,Middle,No,male,24,2,0,73.5,S,Middle,No,male,24,2,0,73.5
690,Middle,No,male,34,1,0,26,S,Middle,No,male,34,1,0,26
691,Upper,Yes,female,54,1,0,59.4,C,Upper,Yes,female,54,1,0,59.4
692,Upper,Yes,female,21,0,0,26.55,S,Upper,Yes,female,21,0,0,26.55
695,Lower,Yes,male,21,0,0,7.7958,S,Lower,Yes,male,21,0,0,7.7958
696,Upper,No,male,30,0,0,27.75,C,Upper,No,male,30,0,0,27.75
697,Lower,No,male,19,0,0,7.8958,S,Lower,No,male,19,0,0,7.8958
699,Upper,Yes,female,45,0,0,262.375,C,Upper,Yes,female,45,0,0,262.375
700,Lower,No,male,49,0,0,0,S,Lower,No,male,49,0,0,0
701,Lower,No,male,26,1,2,20.575,S,Lower,No,male,26,1,2,20.575
703,Upper,No,male,70,1,1,71,S,Upper,No,male,70,1,1,71
704,Lower,Yes,female,22,0,0,8.9625,S,Lower,Yes,female,22,0,0,8.9625
705,Lower,Yes,female,31,1,1,20.525,S,Lower,Yes,female,31,1,1,20.525
706,Upper,Yes,female,30,0,0,93.5,S,Upper,Yes,female,30,0,0,93.5
707,Middle,Yes,male,0.8333,0,2,29,S,Middle,Yes,male,0.8333,0,2,29
709,Upper,Yes,female,47,1,0,61.175,S,Upper,Yes,female,47,1,0,61.175
714,Lower,Yes,male,29,0,0,7.75,Q,Lower,Yes,male,29,0,0,7.75
715,Lower,No,male,24,0,0,7.25,Q,Lower,No,male,24,0,0,7.25
716,Upper,No,male,25,0,0,26,C,Upper,No,male,25,0,0,26
717,Upper,Yes,female,39,0,0,108.9,C,Upper,Yes,female,39,0,0,108.9
718,Lower,No,male,19,0,0,8.05,S,Lower,No,male,19,0,0,8.05
719,Middle,No,male,50,0,0,13,S,Middle,No,male,50,0,0,13
720,Upper,Yes,female,39,1,1,110.8833,C,Upper,Yes,female,39,1,1,110.8833
721,Lower,No,male,40,1,1,15.5,Q,Lower,No,male,40,1,1,15.5
722,Lower,No,male,51,0,0,7.0542,S,Lower,No,male,51,0,0,7.0542
724,Upper,No,male,64,1,0,75.25,C,Upper,No,male,64,1,0,75.25
725,Upper,Yes,female,45,0,1,63.3583,C,Upper,Yes,female,45,0,1,63.3583
726,Middle,No,male,18,0,0,13,S,Middle,No,male,18,0,0,13
727,Lower,Yes,female,23,0,0,8.05,S,Lower,Yes,female,23,0,0,8.05
728,Lower,No,male,32,0,0,22.525,S,Lower,No,male,32,0,0,22.525
729,Lower,No,male,21,0,0,7.8,S,Lower,No,male,21,0,0,7.8
730,Lower,Yes,female,18,0,1,9.35,S,Lower,Yes,female,18,0,1,9.35
732,Upper,Yes,male,49,0,0,0,S,Upper,Yes,male,49,0,0,0
734,Upper,No,male,30,0,0,45.5,S,Upper,No,male,30,0,0,45.5
737,Lower,No,male,19,0,0,7.775,S,Lower,No,male,19,0,0,7.775
738,Upper,No,male,19,3,2,263,S,Upper,No,male,19,3,2,263
739,Upper,No,male,65,0,0,26.55,S,Upper,No,male,65,0,0,26.55
740,Lower,No,male,32,0,0,7.75,Q,Lower,No,male,32,0,0,7.75
741,Middle,No,male,27,0,0,13,S,Middle,No,male,27,0,0,13
742,Middle,Yes,female,19,0,0,26,S,Middle,Yes,female,19,0,0,26
743,Upper,Yes,male,28,0,0,26.55,S,Upper,Yes,male,28,0,0,26.55
744,Middle,No,male,34,1,0,21,S,Middle,No,male,34,1,0,21
746,Lower,No,male,20,0,0,9.8458,S,Lower,No,male,20,0,0,9.8458
747,Lower,No,female,25,0,0,7.775,S,Lower,No,female,25,0,0,7.775
748,Lower,No,male,8,4,1,29.125,Q,Lower,No,male,8,4,1,29.125
749,Lower,No,male,40,1,5,31.3875,S,Lower,No,male,40,1,5,31.3875
751,Middle,No,male,21,1,0,11.5,S,Middle,No,male,21,1,0,11.5
752,Lower,Yes,male,39,0,1,13.4167,C,Lower,Yes,male,39,0,1,13.4167
754,Lower,No,female,26,1,0,16.1,S,Lower,No,female,26,1,0,16.1
756,Lower,Yes,female,4,1,1,16.7,S,Lower,Yes,female,4,1,1,16.7
757,Lower,No,male,28,0,0,9.5,S,Lower,No,male,28,0,0,9.5
759,Middle,Yes,female,34,0,0,13,S,Middle,Yes,female,34,0,0,13
760,Upper,Yes,male,45,1,1,134.5,C,Upper,Yes,male,45,1,1,134.5
761,Upper,No,male,22,0,0,135.6333,C,Upper,No,male,22,0,0,135.6333
762,Lower,No,male,24.5,0,0,8.05,S,Lower,No,male,24.5,0,0,8.05
763,Lower,No,male,17,0,0,7.8958,S,Lower,No,male,17,0,0,7.8958
764,Lower,No,male,33,0,0,8.6625,C,Lower,No,male,33,0,0,8.6625
765,Lower,No,male,48,0,0,7.8542,S,Lower,No,male,48,0,0,7.8542
766,Upper,Yes,female,52,1,0,78.2667,C,Upper,Yes,female,52,1,0,78.2667
767,Lower,No,male,4,4,1,29.125,Q,Lower,No,male,4,4,1,29.125
769,Middle,No,male,28,0,1,33,S,Middle,No,male,28,0,1,33
770,Upper,No,male,50,1,1,211.5,C,Upper,No,male,50,1,1,211.5
771,Middle,Yes,female,36,0,0,13,S,Middle,Yes,female,36,0,0,13
772,Lower,Yes,male,3,1,1,15.9,S,Lower,Yes,male,3,1,1,15.9
773,Upper,No,male,45.5,0,0,28.5,S,Upper,No,male,45.5,0,0,28.5
774,Lower,No,female,22,2,0,8.6625,S,Lower,No,female,22,2,0,8.6625
775,Middle,No,male,21,0,0,73.5,S,Middle,No,male,21,0,0,73.5
776,Upper,Yes,male,6,0,2,134.5,C,Upper,Yes,male,6,0,2,134.5
777,Upper,Yes,female,36,0,0,262.375,C,Upper,Yes,female,36,0,0,262.375
778,Lower,No,male,28,0,0,56.4958,S,Lower,No,male,28,0,0,56.4958
779,Lower,No,female,37,0,0,7.75,Q,Lower,No,female,37,0,0,7.75
780,Lower,No,male,28,0,0,22.525,S,Lower,No,male,28,0,0,22.525
781,Lower,No,female,14,0,0,7.8542,S,Lower,No,female,14,0,0,7.8542
782,Lower,No,male,16,0,0,9.2167,S,Lower,No,male,16,0,0,9.2167
783,Middle,No,male,14,0,0,65,S,Middle,No,male,14,0,0,65
784,Lower,No,male,25,0,0,7.05,S,Lower,No,male,25,0,0,7.05
785,Lower,No,male,21,0,0,8.05,S,Lower,No,male,21,0,0,8.05
786,Lower,No,male,32,0,0,8.05,S,Lower,No,male,32,0,0,8.05
788,Upper,No,female,63,1,0,221.7792,S,Upper,No,female,63,1,0,221.7792
789,Upper,Yes,female,31,0,2,164.8667,S,Upper,Yes,female,31,0,2,164.8667
790,Upper,No,male,42,1,0,52,S,Upper,No,male,42,1,0,52
791,Upper,No,male,21,0,1,77.2875,S,Upper,No,male,21,0,1,77.2875
792,Middle,No,male,32,2,0,73.5,S,Middle,No,male,32,2,0,73.5
793,Lower,No,male,30,1,0,16.1,S,Lower,No,male,30,1,0,16.1
794,Middle,Yes,female,24,1,0,26,S,Middle,Yes,female,24,1,0,26
795,Lower,No,female,6,4,2,31.275,S,Lower,No,female,6,4,2,31.275
797,Lower,No,male,22,0,0,7.8958,S,Lower,No,male,22,0,0,7.8958
798,Middle,No,male,19,0,0,13,S,Middle,No,male,19,0,0,13
800,Middle,No,male,29,1,0,21,S,Middle,No,male,29,1,0,21
801,Lower,No,female,27,1,0,7.925,S,Lower,No,female,27,1,0,7.925
802,Upper,Yes,female,16,0,1,57.9792,C,Upper,Yes,female,16,0,1,57.9792
803,Lower,No,male,21,2,0,24.15,S,Lower,No,male,21,2,0,24.15
804,Lower,Yes,male,0.8333,0,1,9.35,S,Lower,Yes,male,0.8333,0,1,9.35
805,Lower,No,male,28,0,0,7.8958,S,Lower,No,male,28,0,0,7.8958
807,Upper,Yes,male,56,0,0,35.5,C,Upper,Yes,male,56,0,0,35.5
808,Middle,No,male,38,1,0,21,S,Middle,No,male,38,1,0,21
809,Lower,No,male,21,0,0,8.05,S,Lower,No,male,21,0,0,8.05
810,Middle,No,male,30,1,0,21,S,Middle,No,male,30,1,0,21
812,Upper,No,male,38,0,0,0,S,Upper,No,male,38,0,0,0
813,Lower,No,male,24,0,0,7.8958,S,Lower,No,male,24,0,0,7.8958
814,Lower,No,female,21,0,0,8.6625,S,Lower,No,female,21,0,0,8.6625
815,Lower,No,female,9,2,2,34.375,S,Lower,No,female,9,2,2,34.375
816,Upper,No,male,30,1,2,151.55,S,Upper,No,male,30,1,2,151.55
817,Lower,Yes,male,0.4167,0,1,8.5167,C,Lower,Yes,male,0.4167,0,1,8.5167
818,Lower,No,male,35,0,0,7.125,S,Lower,No,male,35,0,0,7.125
819,Middle,No,male,36,1,2,27.75,S,Middle,No,male,36,1,2,27.75
820,Upper,No,male,67,1,0,221.7792,S,Upper,No,male,67,1,0,221.7792
821,Lower,Yes,female,45,1,0,14.1083,S,Lower,Yes,female,45,1,0,14.1083
822,Middle,Yes,female,48,1,2,65,S,Middle,Yes,female,48,1,2,65
824,Lower,No,male,65,0,0,7.75,Q,Lower,No,male,65,0,0,7.75
825,Lower,No,female,30,1,1,24.15,S,Lower,No,female,30,1,1,24.15
827,Lower,Yes,female,27,0,1,12.475,S,Lower,Yes,female,27,0,1,12.475
828,Lower,No,male,32,1,0,15.85,S,Lower,No,male,32,1,0,15.85
829,Middle,Yes,female,31,0,0,21,S,Middle,Yes,female,31,0,0,21
830,Middle,Yes,female,25,1,1,30,S,Middle,Yes,female,25,1,1,30
831,Lower,No,male,43,0,0,8.05,S,Lower,No,male,43,0,0,8.05
832,Upper,Yes,female,33,0,0,27.7208,C,Upper,Yes,female,33,0,0,27.7208
833,Lower,No,male,17,0,0,8.6625,S,Lower,No,male,17,0,0,8.6625
835,Lower,Yes,female,33,3,0,15.85,S,Lower,Yes,female,33,3,0,15.85
836,Middle,Yes,female,29,1,0,26,S,Middle,Yes,female,29,1,0,26
837,Lower,No,male,25,0,0,7.7417,Q,Lower,No,male,25,0,0,7.7417
838,Lower,No,male,39,0,0,7.925,S,Lower,No,male,39,0,0,7.925
